asset_id,address,x,y,asset_type,insured_value_dkk
A-207878,Stationsvej 134,530459.88,6203039.80,commercial,36284000
A-202757,Kirkevej 40,718981.46,6182296.77,agricultural,21144000
A-206114,Noerregade 197,646493.05,6181958.24,agricultural,12401000
A-208952,Aavej 1,552928.40,6142478.89,public,7595000
A-212267,Skovvej 134,514174.79,6193500.69,residential,17996000
A-211040,Skovvej 31,587302.37,6197974.09,residential,41714000
A-211559,Soendergade 236,541122.01,6238253.53,industrial,40110000
A-206471,Stationsvej 11,711830.31,6180164.55,public,2406000
A-208775,Engvej 27,640542.11,6135026.19,residential,13313000
A-208145,Bakkevej 158,698408.47,6198733.61,residential,5304000
A-203594,Kirkevej 29,717586.56,6213386.98,commercial,27121000
A-211415,Kirkevej 78,579637.75,6225798.90,residential,22173000
A-202151,Lindevej 136,573724.67,6247668.19,residential,9182000
A-203066,Soendergade 56,562420.61,6210124.45,industrial,12908000
A-210464,Moellevej 132,573324.36,6265778.22,public,17042000
A-201722,Birkevej 146,475788.19,6246882.74,agricultural,25966000
A-208652,Lindevej 179,662200.65,6174268.95,residential,36942000
A-209354,Birkevej 217,700979.84,6190403.71,public,13928000
A-201149,Stationsvej 166,712987.63,6184876.23,residential,31941000
A-212399,Vestergade 136,555383.32,6101311.64,agricultural,12369000
A-212726,Moellevej 168,713933.85,6175815.04,commercial,24272000
A-208442,Moellevej 111,559269.60,6146878.67,residential,6227000
A-205076,Soendergade 158,669350.14,6123526.27,agricultural,37638000
A-201059,Kirkevej 93,721910.89,6169061.25,residential,21802000
A-206009,Engvej 56,656195.00,6155150.34,residential,26717000
A-211145,Birkevej 141,561789.85,6248836.31,public,3606000
A-206756,Skovvej 224,722165.71,6162093.57,agricultural,38664000
A-200873,Noerregade 228,685465.20,6119334.22,public,12163000
A-202019,Noerregade 16,550422.67,6252022.12,public,35246000
A-203672,Kirkevej 143,691654.00,6155364.63,industrial,38304000
A-203324,Lindevej 234,638539.10,6129248.89,agricultural,12391000
A-204941,Vestergade 114,550162.58,6197262.88,public,38812000
A-211418,Toftevej 72,703593.56,6214260.92,commercial,6456000
A-204647,Kirkevej 45,561265.02,6239305.18,commercial,34222000
A-207611,Egevej 124,580839.61,6144646.07,residential,1676000
A-204794,Stationsvej 99,723844.10,6214673.53,industrial,34246000
A-202373,Noerregade 191,658785.06,6139268.17,industrial,29755000
A-203135,Aavej 170,571868.17,6262363.33,residential,25389000
A-204020,Bakkevej 100,544497.43,6235269.21,agricultural,36973000
A-214433,Havnegade 88,584538.68,6151278.25,agricultural,1648000
A-209438,Soendergade 156,581636.82,6108248.47,public,28915000
A-209999,Bakkevej 100,724082.22,6171583.28,public,10462000
A-202196,Bakkevej 194,664435.73,6123908.74,residential,8709000
A-202661,Noerregade 240,508507.87,6149425.40,residential,24062000
A-201875,Stationsvej 219,722675.26,6178582.95,commercial,26175000
A-211046,Strandvej 131,586839.12,6348111.61,industrial,24805000
A-208355,Havnegade 56,635061.41,6162702.90,agricultural,22337000
A-205493,Aavej 221,727759.92,6178480.79,public,16475000
A-209747,Bakkevej 125,600174.69,6162277.08,commercial,34253000
A-214067,Soendergade 67,668568.30,6188708.78,residential,21485000
A-205844,Toftevej 122,662040.82,6155320.99,residential,32411000
A-214373,Lindevej 30,554327.55,6140080.14,residential,35157000
A-208724,Birkevej 61,475496.29,6189413.32,commercial,15641000
A-209273,Vestergade 21,711615.26,6199068.12,agricultural,6743000
A-212804,Bakkevej 220,583889.45,6164813.94,industrial,30808000
A-204812,Lindevej 152,550995.99,6228211.11,residential,37707000
A-214061,Engvej 127,585748.90,6221998.21,residential,38755000
A-211166,Toftevej 25,518274.15,6272522.66,industrial,41387000
A-202289,Engvej 68,585610.12,6222662.15,industrial,23572000
A-201275,Engvej 141,517118.93,6133217.86,public,10039000
A-208691,Birkevej 76,539700.98,6363433.95,public,3290000
A-209990,Strandvej 20,561433.22,6166932.92,residential,19368000
A-204458,Egevej 236,479760.98,6196128.45,residential,7153000
A-209114,Engvej 63,584282.05,6200307.06,commercial,12492000
A-208178,Birkevej 21,720366.12,6210096.91,commercial,3459000
A-206954,Lindevej 219,491791.67,6234197.22,commercial,8693000
A-205562,Engvej 166,551914.66,6259394.91,industrial,6330000
A-203114,Lindevej 175,507865.06,6233803.25,public,13974000
A-210368,Birkevej 157,539719.12,6217231.50,residential,15628000
A-205757,Kirkevej 70,520162.05,6132045.68,public,22194000
A-201986,Egevej 153,640094.19,6155426.24,agricultural,33295000
A-207089,Egevej 57,508300.15,6230184.41,agricultural,25678000
A-205772,Kirkevej 65,651205.78,6166356.78,agricultural,18218000
A-212030,Skovvej 115,668001.43,6183565.16,industrial,36380000
A-209774,Stationsvej 80,573128.74,6214186.81,agricultural,10816000
A-210437,Toftevej 1,481935.04,6128752.88,agricultural,12375000
A-202058,Moellevej 19,569018.40,6126692.08,industrial,38922000
A-212840,Kirkevej 84,699103.59,6162178.23,public,37210000
A-200801,Bakkevej 156,526244.83,6332518.72,public,40408000
A-212297,Birkevej 196,702137.97,6171269.39,residential,19789000
A-207701,Lindevej 27,541990.73,6264966.82,residential,13361000
A-203396,Aavej 181,539473.36,6250721.32,industrial,2780000
A-208880,Stationsvej 64,657373.29,6178027.77,industrial,912000
A-211031,Soendergade 68,476564.13,6302718.21,residential,37261000
A-205487,Engvej 205,566497.93,6264345.87,industrial,32404000
A-214391,Lindevej 186,512864.87,6357144.39,residential,4818000
A-214019,Bakkevej 129,721568.95,6196622.46,public,4859000
A-200114,Engvej 130,640682.06,6151453.54,residential,33921000
A-202607,Skovvej 71,706266.14,6182951.87,industrial,2359000
A-203111,Toftevej 178,702557.81,6174963.95,residential,15122000
A-207446,Kirkevej 228,722325.06,6181800.19,residential,39819000
A-202334,Engvej 160,701157.01,6199053.54,residential,12825000
A-202868,Strandvej 86,557436.08,6211225.95,public,41442000
A-200822,Stationsvej 230,697573.76,6180575.66,agricultural,37703000
A-210044,Bakkevej 220,651142.79,6166684.12,commercial,38971000
A-202247,Skovvej 53,518368.05,6263641.16,industrial,13557000
A-205595,Egevej 183,565822.66,6192549.12,residential,25424000
A-207983,Engvej 158,703164.96,6152439.87,industrial,32579000
A-204074,Egevej 28,579381.06,6209270.10,commercial,32811000
A-212546,Soendergade 199,701061.05,6172453.89,commercial,15075000
A-210950,Noerregade 234,484533.45,6253236.81,residential,4655000
A-214712,Aavej 25,703298.19,6210530.29,agricultural,14255000
A-214154,Noerregade 217,561833.11,6194457.81,industrial,36989000
A-212162,Aavej 57,719269.02,6183866.67,residential,41173000
A-213401,Stationsvej 231,661421.49,6125444.55,residential,23480000
A-214541,Strandvej 89,526243.71,6194776.57,residential,29648000
A-212195,Toftevej 112,481247.76,6160409.75,residential,7464000
A-204365,Aavej 157,555684.82,6237675.78,agricultural,8626000
A-202010,Birkevej 149,698023.17,6208277.29,residential,19130000
A-206828,Vestergade 53,697708.03,6159230.57,residential,27332000
A-207950,Kirkevej 213,487461.76,6291052.82,public,35464000
A-202898,Toftevej 222,702720.22,6170519.95,public,37336000
A-201464,Engvej 182,551586.12,6147083.97,industrial,5656000
A-204575,Aavej 1,720782.61,6169887.50,commercial,38733000
A-200276,Kirkevej 67,557338.67,6130398.81,industrial,23995000
A-202688,Soendergade 68,702449.53,6203355.51,public,30343000
A-214742,Lindevej 202,676967.42,6174261.80,public,34253000
A-211688,Egevej 209,551338.59,6271258.22,residential,10340000
A-207593,Aavej 119,561660.27,6265020.55,agricultural,28415000
A-200258,Vestergade 30,718294.47,6199025.36,public,9588000
A-204395,Egevej 205,713867.51,6203776.30,commercial,12512000
A-209132,Toftevej 152,570371.62,6257500.29,agricultural,20066000
A-214958,Havnegade 91,708749.51,6180116.83,residential,1253000
A-207755,Moellevej 120,716613.28,6186409.58,residential,39180000
A-213938,Soendergade 2,601230.88,6103158.73,industrial,5893000
A-200435,Havnegade 6,569692.45,6100722.15,public,17091000
A-204716,Noerregade 85,598287.54,6166297.66,residential,22682000
A-210164,Soendergade 74,585099.61,6137127.02,industrial,34821000
A-201473,Egevej 78,692883.95,6196584.92,commercial,4695000
A-204125,Moellevej 13,698487.51,6199188.80,residential,41366000
A-208427,Soendergade 185,715210.28,6212531.88,agricultural,17701000
A-209486,Vestergade 113,533477.53,6118335.66,public,4456000
A-206003,Bakkevej 3,525204.12,6178587.55,residential,38685000
A-204443,Aavej 162,545306.05,6223048.82,commercial,17687000
A-213077,Skovvej 5,634072.47,6143724.18,commercial,31583000
A-200537,Aavej 24,718298.31,6182367.33,public,26891000
A-201065,Toftevej 5,565926.38,6272953.37,commercial,1535000
A-208769,Egevej 174,519859.36,6331807.00,residential,35213000
A-200081,Engvej 32,703911.16,6195950.64,residential,20001000
A-205580,Kirkevej 115,708789.31,6189911.43,residential,40177000
A-210743,Soendergade 137,578969.72,6224449.85,agricultural,34164000
A-213779,Egevej 218,705879.83,6187654.34,residential,11818000
A-200198,Havnegade 225,700217.83,6212677.58,residential,3395000
A-201128,Stationsvej 143,530107.89,6217389.59,industrial,23114000
A-205343,Strandvej 60,717711.36,6195716.08,commercial,17768000
A-202775,Lindevej 73,722733.47,6203039.83,commercial,18365000
A-202145,Moellevej 191,716972.18,6171720.33,industrial,39429000
A-211919,Noerregade 101,586540.88,6238381.53,residential,15136000
A-213302,Stationsvej 179,503456.28,6302547.83,industrial,28203000
A-213911,Lindevej 172,498136.31,6270877.05,industrial,21686000
A-201110,Vestergade 128,490694.03,6125372.91,industrial,4645000
A-204029,Engvej 127,586158.62,6150830.07,agricultural,21339000
A-205691,Aavej 48,596350.01,6160601.96,residential,13417000
A-211367,Aavej 106,480462.75,6248318.80,residential,23550000
A-209255,Havnegade 79,605334.04,6158511.08,agricultural,6128000
A-204434,Strandvej 182,656320.55,6152038.40,residential,11359000
A-203720,Bakkevej 137,727884.15,6180156.04,residential,24671000
A-205664,Birkevej 75,524767.69,6240814.31,agricultural,8618000
A-211526,Kirkevej 100,556474.61,6197145.39,residential,33654000
A-208343,Engvej 60,698113.73,6128950.23,residential,14459000
A-202823,Strandvej 130,570404.24,6323644.47,commercial,24395000
A-213902,Skovvej 225,578881.00,6236128.61,commercial,35443000
A-214757,Kirkevej 177,698780.41,6183498.80,commercial,4781000
A-212405,Moellevej 158,550132.21,6088987.50,industrial,40428000
A-210647,Moellevej 6,515016.92,6284624.83,industrial,23515000
A-201467,Lindevej 68,669395.17,6168191.14,commercial,34224000
A-202304,Soendergade 27,557697.38,6215084.40,residential,3316000
A-209474,Moellevej 119,583395.97,6204254.83,agricultural,24132000
A-214925,Moellevej 26,713181.03,6177950.41,residential,18251000
A-201692,Skovvej 100,506131.56,6254346.92,agricultural,39209000
A-211475,Stationsvej 65,563649.58,6239171.98,residential,29116000
A-212927,Aavej 175,634092.52,6181663.88,agricultural,39713000
A-200597,Bakkevej 194,701069.63,6162907.34,commercial,24419000
A-214673,Engvej 20,546608.34,6212785.94,residential,3517000
A-213014,Soendergade 11,694950.39,6158335.89,industrial,4560000
A-213425,Lindevej 238,579113.50,6200676.53,public,27161000
A-204083,Moellevej 41,647735.76,6135709.57,residential,30162000
A-208244,Kirkevej 47,633042.37,6183121.80,industrial,2506000
A-213764,Kirkevej 148,584353.24,6216412.53,public,15680000
A-211463,Aavej 74,594383.04,6360519.55,commercial,36504000
A-206261,Havnegade 95,573130.32,6367803.26,residential,23928000
A-206783,Engvej 60,582913.17,6202990.65,residential,14578000
A-214565,Birkevej 162,567391.23,6256270.39,agricultural,16638000
A-205973,Kirkevej 151,561704.44,6127534.57,public,17290000
A-213944,Engvej 161,701979.66,6201508.52,agricultural,36620000
A-203525,Stationsvej 182,720656.18,6197688.64,residential,10157000
A-204797,Aavej 139,604641.88,6155910.49,commercial,4720000
A-201155,Kirkevej 23,555535.32,6248602.34,agricultural,38377000
A-210032,Noerregade 102,725349.79,6163856.63,residential,16333000
A-201911,Birkevej 33,678628.03,6198861.79,commercial,6183000
A-205322,Skovvej 92,685154.95,6122071.51,residential,2695000
A-207272,Moellevej 103,522750.17,6248163.68,agricultural,39747000
A-212273,Vestergade 207,555661.77,6259392.28,residential,6812000
A-207209,Strandvej 101,711966.12,6182819.22,industrial,29096000
A-208664,Bakkevej 111,514184.07,6230295.52,residential,33522000
A-208469,Vestergade 165,709813.45,6197988.00,residential,35745000
A-200810,Engvej 41,517240.11,6320545.49,commercial,40559000
A-209573,Birkevej 118,633487.66,6130497.95,industrial,10024000
A-204254,Bakkevej 197,699642.92,6192219.88,residential,23231000
A-214301,Soendergade 8,726661.99,6163165.91,residential,27629000
A-204476,Birkevej 203,715414.86,6190392.81,residential,22708000
A-201560,Skovvej 89,718599.33,6199848.78,public,6633000
A-204746,Havnegade 158,581886.69,6246897.05,agricultural,30591000
A-210569,Skovvej 141,717024.43,6194381.08,agricultural,4753000
A-207452,Noerregade 180,713472.04,6179088.89,residential,22827000
A-209798,Stationsvej 117,599940.19,6131921.11,residential,8432000
A-201836,Egevej 234,713736.52,6180441.52,agricultural,25864000
A-209135,Lindevej 58,717975.50,6188068.10,industrial,16596000
A-208298,Engvej 28,717472.14,6188415.17,residential,20245000
A-211982,Aavej 48,570514.60,6211560.65,industrial,19513000
A-203120,Moellevej 2,720784.55,6176826.37,commercial,35144000
A-209108,Engvej 195,500182.57,6290946.37,commercial,12151000
A-210857,Strandvej 107,705013.22,6176282.89,public,29127000
A-203951,Engvej 102,650288.60,6191850.97,agricultural,18397000
A-211703,Stationsvej 131,724247.15,6199239.13,agricultural,28570000
A-209648,Stationsvej 57,712196.19,6168159.37,residential,32891000
A-203879,Aavej 190,473449.12,6140031.96,agricultural,13892000
A-200609,Toftevej 169,485447.86,6276235.56,industrial,4819000
A-214169,Birkevej 221,598319.72,6122152.77,industrial,27714000
A-213530,Engvej 111,521391.44,6231610.43,residential,27661000
A-213230,Aavej 82,700123.42,6175544.59,commercial,9530000
A-212498,Stationsvej 97,711642.26,6174430.17,residential,7116000
A-210728,Moellevej 66,480371.54,6082640.93,industrial,14435000
A-208100,Skovvej 121,530340.65,6331769.53,residential,33922000
A-209435,Strandvej 233,683611.86,6170632.33,residential,17424000
A-201362,Lindevej 229,555623.85,6153178.77,industrial,36075000
A-212246,Moellevej 9,549752.68,6195750.07,residential,33949000
A-210224,Bakkevej 43,718400.45,6163322.35,residential,13873000
A-214643,Noerregade 158,713399.30,6200282.62,industrial,8183000
A-203012,Engvej 168,557001.70,6205793.28,commercial,25255000
A-213548,Egevej 233,610701.10,6117158.29,residential,6108000
A-212627,Toftevej 196,718428.55,6189559.80,agricultural,26158000
A-203189,Havnegade 219,704408.70,6178412.56,residential,38286000
A-205373,Bakkevej 75,587623.55,6161472.57,commercial,35560000
A-209669,Bakkevej 29,573921.09,6270870.48,residential,13408000
A-207545,Birkevej 52,703162.45,6207757.75,agricultural,26988000
A-201365,Aavej 177,544243.00,6311878.12,residential,39610000
A-201104,Bakkevej 53,720902.15,6168481.39,commercial,24649000
A-207416,Kirkevej 71,710020.85,6174856.44,industrial,1878000
A-201338,Noerregade 6,492487.60,6293778.10,residential,24170000
A-206813,Bakkevej 54,558373.51,6325120.12,public,16430000
A-201785,Skovvej 134,716369.44,6213196.30,residential,2958000
A-211097,Soendergade 219,719611.13,6163641.55,residential,34734000
A-212240,Birkevej 41,712838.93,6216158.70,residential,10062000
A-205604,Havnegade 176,672585.19,6119854.07,agricultural,30452000
A-201707,Egevej 171,720311.19,6174812.59,agricultural,16645000
A-202328,Engvej 63,551512.47,6252942.64,industrial,9796000
A-204527,Aavej 230,714078.11,6181259.90,public,37199000
A-201209,Bakkevej 154,572070.31,6225178.71,residential,36487000
A-214874,Toftevej 94,723773.83,6201876.30,residential,33426000
A-206213,Engvej 202,699391.86,6130413.74,public,27680000
A-204998,Soendergade 161,548302.71,6101336.33,residential,1295000
A-207737,Birkevej 30,560802.12,6364257.53,commercial,35877000
A-207410,Bakkevej 235,708409.34,6210393.05,commercial,33996000
A-212813,Soendergade 223,715510.83,6211397.95,public,21731000
A-214109,Skovvej 19,697995.13,6144477.76,residential,4881000
A-203438,Kirkevej 115,582399.22,6152506.33,agricultural,31868000
A-200213,Birkevej 78,504904.28,6179046.10,residential,36554000
A-214112,Skovvej 96,703333.10,6213150.22,agricultural,17319000
A-204782,Lindevej 120,578334.81,6136746.75,residential,25740000
A-200210,Birkevej 141,633033.28,6144722.13,public,40153000
A-208811,Toftevej 157,707850.63,6171876.39,residential,14508000
A-200879,Egevej 221,501830.59,6082127.73,residential,41268000
A-212123,Lindevej 47,726453.01,6164607.01,residential,18228000
A-207899,Stationsvej 78,478844.89,6113819.14,residential,17044000
A-203270,Egevej 2,534873.57,6235948.61,agricultural,13869000
A-201500,Skovvej 15,555168.59,6146923.86,agricultural,32227000
A-206102,Toftevej 47,532925.69,6366454.74,commercial,34870000
A-201533,Skovvej 59,661323.36,6185707.06,residential,15775000
A-208250,Soendergade 146,683317.53,6182035.04,agricultural,32838000
A-211523,Engvej 31,604921.31,6153502.49,residential,33302000
A-207386,Bakkevej 214,709936.93,6190420.02,industrial,17456000
A-207815,Vestergade 144,722882.20,6187902.21,public,19808000
A-207569,Noerregade 11,667370.00,6157608.98,public,19104000
A-204239,Bakkevej 48,518378.63,6366939.48,agricultural,7042000
A-200897,Lindevej 25,559674.12,6258035.71,residential,12094000
A-202160,Skovvej 209,571271.72,6193556.05,industrial,18202000
A-205895,Skovvej 237,650537.93,6149365.10,residential,12462000
A-214145,Moellevej 4,706445.85,6189245.99,agricultural,22972000
A-203267,Lindevej 182,696151.09,6138582.17,commercial,22558000
A-213029,Strandvej 97,532857.11,6084402.86,residential,32650000
A-207620,Strandvej 140,707298.42,6169503.36,residential,7599000
A-209285,Vestergade 126,703129.14,6209819.02,residential,28989000
A-206750,Egevej 61,642872.21,6138992.57,agricultural,18665000
A-202280,Toftevej 158,713779.24,6174882.32,residential,28634000
A-207137,Moellevej 199,698833.62,6197300.98,commercial,34467000
A-200348,Aavej 202,569129.63,6236979.43,agricultural,26868000
A-203150,Egevej 95,696748.70,6201865.59,residential,37471000
A-201593,Toftevej 232,485800.88,6211456.65,residential,29318000
A-201095,Lindevej 101,701984.56,6161746.00,residential,25314000
A-213788,Moellevej 87,515903.28,6285261.79,public,32162000
A-210776,Vestergade 74,605854.28,6136671.49,public,16718000
A-207851,Skovvej 225,714169.65,6202031.96,public,35276000
A-204665,Soendergade 14,565615.19,6243202.03,residential,16252000
A-202463,Vestergade 123,648456.53,6153466.03,agricultural,23811000
A-204290,Bakkevej 12,691217.58,6142523.80,industrial,4689000
A-213206,Skovvej 123,696798.72,6203689.44,residential,1384000
A-211985,Soendergade 9,718351.61,6196190.01,industrial,22234000
A-211352,Aavej 70,707032.52,6210644.17,residential,9155000
A-211826,Egevej 140,645779.00,6131156.54,commercial,25460000
A-202286,Kirkevej 167,577935.44,6136239.60,agricultural,22314000
A-212378,Soendergade 111,724973.98,6177470.19,residential,28748000
A-212918,Kirkevej 1,597332.99,6135984.98,commercial,41088000
A-208115,Aavej 100,708013.76,6189794.93,industrial,32830000
A-200048,Aavej 110,590203.30,6359993.86,public,34639000
A-213152,Aavej 183,539345.88,6245930.96,commercial,3752000
A-214133,Aavej 198,562762.61,6213571.29,residential,14506000
A-203372,Engvej 150,563625.37,6240960.04,residential,7668000
A-202796,Kirkevej 147,573620.96,6144932.59,residential,37772000
A-213758,Lindevej 5,728840.21,6180785.86,residential,4938000
A-206270,Lindevej 187,711506.20,6191914.74,residential,1730000
A-205880,Birkevej 237,722070.88,6190072.63,public,35773000
A-205685,Stationsvej 155,727306.82,6212813.59,residential,21225000
A-210068,Moellevej 66,576400.66,6255859.22,commercial,31062000
A-200615,Egevej 209,650906.56,6163535.75,residential,15555000
A-209936,Soendergade 41,709987.34,6200393.50,residential,23045000
A-207101,Birkevej 14,680142.60,6115863.92,residential,5983000
A-202733,Aavej 35,717876.90,6183225.23,commercial,15744000
A-211877,Skovvej 2,504282.93,6240862.66,residential,34969000
A-200255,Noerregade 224,538812.64,6192369.14,industrial,8882000
A-210974,Toftevej 106,566487.17,6167127.64,commercial,12656000
A-206885,Lindevej 219,519999.57,6287512.28,public,3197000
A-203243,Skovvej 27,552057.27,6262454.36,residential,4516000
A-205667,Vestergade 48,577380.52,6224024.79,public,25849000
A-213035,Egevej 96,698957.04,6189348.25,public,22521000
A-210611,Vestergade 13,497185.76,6117448.45,industrial,16787000
A-209879,Noerregade 207,559888.91,6153578.25,industrial,32273000
A-208574,Toftevej 174,714149.45,6210673.77,agricultural,19180000
A-211997,Toftevej 144,585165.36,6140201.37,public,5986000
A-213056,Moellevej 221,545463.97,6126722.54,commercial,16931000
A-213836,Egevej 90,531030.39,6276735.22,residential,10911000
A-209252,Skovvej 125,711418.98,6174794.56,residential,37237000
A-214520,Soendergade 55,475513.89,6282944.28,residential,31640000
A-214838,Bakkevej 94,700274.70,6168863.00,residential,35670000
A-214994,Kirkevej 66,537225.31,6363734.68,residential,37501000
A-206456,Skovvej 84,710806.58,6167557.58,public,7625000
A-207374,Lindevej 201,726266.08,6212191.79,residential,31073000
A-211640,Lindevej 144,646199.52,6157595.49,residential,33950000
A-214910,Stationsvej 175,697497.13,6204528.70,agricultural,15168000
A-212357,Stationsvej 62,706732.81,6181771.30,commercial,24013000
A-206957,Egevej 72,705837.22,6187014.47,commercial,8681000
A-207707,Noerregade 240,707621.36,6194095.55,residential,35479000
A-209582,Skovvej 124,647519.80,6140140.96,residential,28090000
A-208778,Kirkevej 151,558222.52,6226650.52,agricultural,6684000
A-200492,Egevej 115,583947.79,6258816.92,residential,5888000
A-207521,Lindevej 164,714797.12,6194128.37,public,22631000
A-207050,Aavej 61,576420.73,6270797.01,residential,13683000
A-212441,Toftevej 119,702708.71,6137018.81,residential,17964000
A-211448,Soendergade 132,518427.69,6166347.34,public,41008000
A-210833,Bakkevej 236,660414.86,6184992.11,industrial,18803000
A-204158,Soendergade 156,711414.58,6196710.18,industrial,11843000
A-213503,Kirkevej 95,524818.44,6259938.96,public,32903000
A-201335,Moellevej 156,711866.79,6214016.65,commercial,33587000
A-208661,Lindevej 37,690115.15,6168396.57,residential,38889000
A-201278,Kirkevej 32,726883.94,6186958.43,public,22277000
A-205265,Havnegade 119,721977.22,6173227.96,public,29516000
A-212762,Soendergade 171,680352.26,6150124.77,industrial,9138000
A-202478,Vestergade 77,647031.47,6172970.62,residential,19404000
A-214916,Bakkevej 238,693984.70,6147375.92,residential,40648000
A-206081,Lindevej 155,561133.50,6209325.67,public,25307000
A-207131,Stationsvej 13,594122.81,6145168.20,commercial,10157000
A-202445,Vestergade 149,663961.80,6166339.60,residential,7698000
A-208475,Noerregade 146,727596.66,6198019.11,residential,4525000
A-214235,Engvej 5,489726.80,6277191.95,industrial,34580000
A-203456,Skovvej 44,553173.81,6201510.76,residential,24325000
A-209651,Birkevej 76,658963.41,6190581.30,commercial,8590000
A-212786,Stationsvej 219,662063.15,6164657.21,industrial,1016000
A-207308,Aavej 22,543847.68,6224188.66,commercial,17109000
A-208883,Egevej 136,566044.14,6264525.35,commercial,23301000
A-208727,Strandvej 89,519992.31,6088932.31,public,15009000
A-200834,Soendergade 87,701676.57,6152699.59,residential,17510000
A-202694,Toftevej 177,666924.53,6193593.87,agricultural,22414000
A-210677,Soendergade 11,547201.73,6270813.37,industrial,41804000
A-201950,Egevej 97,713437.20,6163146.22,residential,19987000
A-214547,Kirkevej 129,540953.29,6264711.35,public,11201000
A-205523,Strandvej 23,658645.57,6145620.59,residential,17284000
A-208850,Vestergade 132,563448.37,6138946.53,residential,27203000
A-214241,Birkevej 41,716668.55,6213657.38,agricultural,29507000
A-207953,Egevej 27,542793.34,6224833.79,residential,24852000
A-202400,Stationsvej 146,710836.92,6186850.39,public,16593000
A-202931,Engvej 112,708587.78,6131615.98,agricultural,23768000
A-214790,Moellevej 107,685543.33,6200286.15,public,34502000
A-201266,Vestergade 207,516232.06,6167576.17,residential,34047000
A-211385,Vestergade 173,710691.43,6192102.65,commercial,8413000
A-213194,Strandvej 168,576375.26,6211642.24,commercial,37699000
A-210362,Strandvej 154,708429.90,6182000.51,agricultural,22253000
A-204203,Lindevej 80,725150.36,6163934.65,public,34093000
A-209609,Birkevej 107,538372.32,6234217.60,industrial,8666000
A-214604,Noerregade 233,539752.54,6204604.69,residential,17366000
A-203501,Skovvej 130,717998.34,6161483.85,industrial,26757000
A-210089,Strandvej 42,481102.63,6233724.30,commercial,31339000
A-206597,Moellevej 168,597616.87,6150386.82,residential,8843000
A-207587,Aavej 13,562954.21,6369744.88,agricultural,10235000
A-208709,Soendergade 2,584327.91,6206962.89,residential,12544000
A-212864,Havnegade 184,703950.18,6214859.09,residential,2386000
A-204650,Engvej 198,492912.33,6174828.72,public,26492000
A-213068,Noerregade 239,524045.84,6324037.93,residential,39474000
A-206606,Kirkevej 84,698632.57,6170885.20,agricultural,12435000
A-206390,Skovvej 76,527694.68,6303181.57,industrial,16958000
A-210179,Toftevej 59,721859.35,6186391.50,public,12789000
A-213059,Soendergade 23,560804.07,6213525.19,industrial,29321000
A-211376,Moellevej 17,534999.76,6364258.47,residential,2826000
A-203750,Vestergade 83,541369.55,6246590.01,commercial,12731000
A-202235,Egevej 154,631723.27,6192858.96,residential,40641000
A-213269,Egevej 152,559264.23,6162067.45,residential,18323000
A-201914,Skovvej 164,665941.21,6197679.16,residential,20013000
A-203807,Egevej 47,704983.07,6185696.39,residential,18099000
A-212090,Soendergade 152,530268.52,6192336.37,industrial,38495000
A-213878,Lindevej 107,711079.40,6213972.82,residential,956000
A-203846,Strandvej 49,707276.75,6193058.43,residential,41302000
A-210686,Soendergade 161,698597.25,6199369.24,public,12759000
A-210731,Egevej 131,704962.61,6175204.07,residential,16601000
A-204980,Aavej 157,584414.84,6246593.19,commercial,3102000
A-203300,Moellevej 143,576747.32,6251342.19,residential,33090000
A-201260,Havnegade 12,715836.69,6173682.30,industrial,693000
A-207947,Kirkevej 190,713023.86,6204178.56,public,33867000
A-202118,Strandvej 171,565654.50,6242511.73,industrial,8070000
A-214409,Soendergade 177,581031.62,6243895.73,residential,10964000
A-202790,Birkevej 63,554019.52,6357597.53,commercial,38101000
A-213800,Skovvej 164,516912.10,6263345.44,residential,40991000
A-211697,Toftevej 127,576764.97,6242659.12,agricultural,8627000
A-202091,Bakkevej 130,478396.57,6306070.13,residential,26395000
A-204872,Lindevej 113,533469.25,6229777.81,residential,40899000
A-203789,Engvej 22,716369.78,6169834.25,residential,9649000
A-213743,Toftevej 107,727961.09,6200645.73,agricultural,5307000
A-206579,Egevej 85,524550.83,6207278.29,public,12208000
A-206567,Soendergade 26,722461.32,6178668.33,residential,1346000
A-205052,Noerregade 67,535620.40,6345218.62,industrial,20801000
A-211766,Aavej 182,697390.34,6190656.65,agricultural,23861000
A-214118,Birkevej 234,590138.10,6096116.48,residential,33054000
A-207920,Strandvej 71,686758.55,6173146.93,residential,7523000
A-203732,Soendergade 2,707795.01,6194276.15,commercial,36915000
A-210341,Kirkevej 214,579029.38,6244729.17,residential,18285000
A-205325,Lindevej 127,496527.91,6187673.37,residential,19100000
A-200168,Stationsvej 30,720037.69,6171465.34,residential,5291000
A-207404,Egevej 24,722769.81,6191665.12,residential,17782000
A-207659,Soendergade 90,697154.38,6213204.98,residential,7943000
A-212645,Bakkevej 29,727469.07,6183399.23,industrial,32574000
A-214517,Birkevej 57,491084.98,6220340.09,residential,9501000
A-205193,Egevej 223,538450.79,6270874.90,residential,18413000
A-202052,Strandvej 27,678047.16,6128466.50,residential,30538000
A-213380,Havnegade 164,665350.64,6183782.77,industrial,33185000
A-208649,Havnegade 113,645048.39,6164648.60,residential,32115000
A-203828,Bakkevej 170,696809.95,6152738.33,public,24084000
