station_id,observed_at,precip_mm,temp_c
DK1819,2026-04-17T05:00:00Z,0.0,9.1
DK1763,2026-03-15T05:00:00Z,0.0,-1.2
DK1357,2026-03-25T11:00:00Z,0.2,4.3
DK1133,2025-06-26T17:00:00Z,0.0,15.4
DK1224,2025-03-07T17:00:00Z,0.0,1.9
DK1462,2025-06-14T11:00:00Z,0.0,19.0
DK1238,2025-07-29T17:00:00Z,0.0,18.0
DK1756,2026-06-26T23:00:00Z,0.0,13.9
DK1266,2025-09-07T17:00:00Z,0.0,11.9
DK1252,2025-10-18T23:00:00Z,0.0,8.5
DK1581,2026-04-10T11:00:00Z,0.0,12.8
DK1112,2025-03-03T11:00:00Z,0.0,4.2
DK1154,2025-11-23T05:00:00Z,0.0,6.3
DK1742,2026-04-24T17:00:00Z,0.0,9.6
DK1063,2025-10-08T17:00:00Z,10.8,9.2
DK1749,2025-02-23T05:00:00Z,0.0,-3.0
DK1434,2025-07-12T11:00:00Z,0.5,15.3
DK1763,2025-01-02T23:00:00Z,0.0,-3.0
DK1462,2025-06-23T23:00:00Z,0.0,13.6
DK1644,2026-05-25T11:00:00Z,0.0,12.2
DK1392,2025-06-14T23:00:00Z,2.5,14.0
DK1777,2025-08-18T11:00:00Z,0.0,23.2
DK1490,2026-04-04T11:00:00Z,0.0,9.2
DK1343,2026-06-04T17:00:00Z,0.0,18.6
DK1595,2025-04-29T11:00:00Z,7.4,7.8
DK1623,2026-06-18T17:00:00Z,1.0,13.3
DK1707,2025-09-30T11:00:00Z,7.6,13.6
DK1728,2025-06-15T17:00:00Z,0.3,13.9
DK1672,2026-06-06T17:00:00Z,0.0,16.0
DK1014,2025-12-14T11:00:00Z,2.7,4.4
DK1665,2025-10-18T05:00:00Z,0.0,10.6
DK1105,2025-12-04T17:00:00Z,0.0,5.5
DK1651,2026-05-27T05:00:00Z,2.2,9.9
DK1343,2025-07-13T05:00:00Z,29.3,18.5
DK1833,2025-01-14T23:00:00Z,0.0,-1.0
DK1371,2025-02-11T05:00:00Z,0.8,-2.6
DK1602,2026-02-07T17:00:00Z,0.0,1.6
DK1665,2026-02-11T11:00:00Z,3.1,3.0
DK1126,2025-07-22T23:00:00Z,0.0,13.5
DK1700,2026-02-20T11:00:00Z,0.0,1.8
DK1833,2025-07-18T23:00:00Z,0.0,14.5
DK1826,2025-08-06T05:00:00Z,0.4,16.8
DK1504,2026-02-12T11:00:00Z,0.8,4.8
DK1511,2026-03-05T23:00:00Z,0.0,-2.0
DK1133,2026-04-06T05:00:00Z,-999.0,6.7
DK1434,2025-12-30T17:00:00Z,1.2,-0.2
DK1147,2025-10-05T11:00:00Z,5.8,11.5
DK1357,2025-07-11T23:00:00Z,0.0,12.3
DK1357,2025-09-11T05:00:00Z,-999.0,15.3
DK1721,2025-02-19T17:00:00Z,0.0,2.3
DK1392,2026-03-26T23:00:00Z,0.0,-2.9
DK1322,2025-04-09T17:00:00Z,0.0,8.6
DK1735,2025-05-25T11:00:00Z,-999.0,15.1
DK1420,2026-01-27T23:00:00Z,1.4,2.2
DK1476,2026-03-18T23:00:00Z,0.8,0.4
DK1385,2025-02-20T05:00:00Z,1.5,2.6
DK1364,2025-03-03T05:00:00Z,0.0,1.1
DK1490,2025-08-03T23:00:00Z,0.0,15.7
DK1714,2025-05-03T11:00:00Z,0.9,8.6
DK1105,2025-08-27T11:00:00Z,28.9,19.1
DK1028,2026-06-21T05:00:00Z,0.0,14.6
DK1119,2025-08-13T11:00:00Z,0.0,19.2
DK1028,2025-01-08T05:00:00Z,3.1,-0.4
DK1791,2025-09-16T17:00:00Z,-999.0,14.9
DK1791,2025-04-18T05:00:00Z,0.0,5.4
DK1224,2025-10-14T23:00:00Z,0.0,8.3
DK1763,2026-03-05T11:00:00Z,0.0,0.9
DK1238,2026-06-21T17:00:00Z,0.0,16.4
DK1175,2025-10-30T11:00:00Z,4.4,13.5
DK1182,2025-05-07T11:00:00Z,0.0,13.3
DK1707,2025-05-27T23:00:00Z,1.0,10.6
DK1735,2025-07-02T11:00:00Z,0.0,18.8
DK1371,2025-01-05T11:00:00Z,0.0,5.8
DK1427,2025-03-06T11:00:00Z,0.9,-1.6
DK1567,2025-12-22T23:00:00Z,0.0,-0.7
DK1637,2026-01-26T17:00:00Z,0.0,-2.7
DK1581,2025-11-10T23:00:00Z,0.0,1.0
DK1560,2026-04-04T23:00:00Z,1.4,1.1
DK1490,2026-01-25T23:00:00Z,1.2,-3.0
DK1819,2025-02-13T05:00:00Z,0.0,-1.0
DK1735,2025-04-12T23:00:00Z,0.0,7.8
DK1119,2025-08-18T23:00:00Z,2.9,9.9
DK1644,2025-09-21T23:00:00Z,0.7,7.1
DK1728,2025-09-30T23:00:00Z,0.0,11.2
DK1595,2025-01-30T05:00:00Z,0.4,1.0
DK1238,2025-12-05T05:00:00Z,0.0,0.8
DK1294,2026-04-16T17:00:00Z,0.2,8.0
DK1420,2025-10-06T11:00:00Z,7.1,11.1
DK1154,2025-01-09T23:00:00Z,2.9,-3.1
DK1154,2026-02-27T23:00:00Z,4.6,3.3
DK1644,2025-05-13T11:00:00Z,0.0,11.9
DK1588,2025-07-26T05:00:00Z,9.8,17.4
DK1476,2026-01-19T17:00:00Z,0.0,2.4
DK1742,2026-02-26T05:00:00Z,0.0,-3.5
DK1063,2025-02-23T05:00:00Z,0.2,2.0
DK1616,2025-12-25T11:00:00Z,0.0,7.2
DK1609,2026-04-30T23:00:00Z,1.1,9.9
DK1154,2025-08-24T23:00:00Z,0.0,16.2
DK1805,2025-02-14T05:00:00Z,0.5,1.4
DK1812,2026-01-13T11:00:00Z,0.8,-0.0
DK1392,2025-08-08T11:00:00Z,0.0,17.0
DK1301,2025-04-18T17:00:00Z,0.0,7.4
DK1546,2025-07-21T23:00:00Z,0.0,12.1
DK1392,2025-08-03T05:00:00Z,0.0,17.5
DK1770,2026-03-04T11:00:00Z,0.0,1.9
DK1322,2025-01-30T17:00:00Z,0.0,-1.5
DK1672,2025-06-21T23:00:00Z,0.0,13.7
DK1399,2025-11-22T17:00:00Z,0.0,5.1
DK1161,2025-12-29T23:00:00Z,1.6,-1.7
DK1833,2025-01-07T17:00:00Z,2.8,0.4
DK1133,2026-04-24T11:00:00Z,0.0,11.8
DK1644,2025-10-15T17:00:00Z,0.0,8.6
DK1168,2025-08-28T17:00:00Z,-999.0,14.8
DK1084,2025-08-15T17:00:00Z,3.7,20.3
DK1581,2025-08-11T23:00:00Z,0.0,11.2
DK1315,2025-09-13T11:00:00Z,0.0,17.8
DK1532,2025-05-02T17:00:00Z,0.0,12.9
DK1399,2025-05-30T11:00:00Z,0.0,21.6
DK1826,2025-12-28T05:00:00Z,0.0,-2.6
DK1462,2025-01-18T11:00:00Z,0.0,0.5
DK1000,2025-09-03T11:00:00Z,0.0,17.6
DK1049,2025-11-18T17:00:00Z,0.0,1.7
DK1014,2026-04-09T05:00:00Z,0.0,2.8
DK1413,2025-07-02T23:00:00Z,0.0,11.7
DK1448,2026-04-11T05:00:00Z,0.9,10.6
DK1560,2025-11-21T05:00:00Z,0.7,3.9
DK1497,2025-05-28T11:00:00Z,0.0,12.7
DK1826,2025-10-08T17:00:00Z,4.3,8.3
DK1672,2026-01-28T17:00:00Z,0.0,0.1
DK1014,2025-11-02T17:00:00Z,0.0,3.0
DK1791,2025-10-20T17:00:00Z,0.0,12.1
DK1455,2025-01-10T05:00:00Z,0.0,0.8
DK1413,2025-05-19T17:00:00Z,0.0,13.2
DK1343,2025-08-06T05:00:00Z,0.0,21.5
DK1196,2025-05-31T05:00:00Z,0.3,15.8
DK1049,2026-02-26T11:00:00Z,0.0,1.2
DK1014,2025-08-31T23:00:00Z,0.0,15.7
DK1749,2025-03-30T11:00:00Z,0.3,9.7
DK1735,2025-06-30T23:00:00Z,0.0,15.7
DK1567,2025-09-14T05:00:00Z,0.0,12.6
DK1357,2026-05-20T17:00:00Z,-999.0,12.1
DK1525,2025-06-17T05:00:00Z,0.0,17.2
DK1623,2025-07-07T23:00:00Z,0.0,12.3
DK1371,2025-12-04T05:00:00Z,1.4,0.9
DK1833,2025-11-03T11:00:00Z,2.3,10.2
DK1161,2026-04-17T05:00:00Z,0.1,8.2
DK1595,2025-09-30T11:00:00Z,0.0,13.1
DK1567,2025-01-08T17:00:00Z,1.8,3.4
DK1028,2025-09-05T11:00:00Z,9.7,14.7
DK1259,2025-06-16T11:00:00Z,2.1,15.9
DK1742,2025-12-18T17:00:00Z,0.0,-1.9
DK1546,2026-01-19T11:00:00Z,0.8,3.8
DK1301,2026-05-06T05:00:00Z,3.7,11.4
DK1140,2025-05-06T17:00:00Z,0.0,7.0
DK1147,2025-10-04T23:00:00Z,4.5,11.0
DK1553,2025-06-22T23:00:00Z,1.1,14.0
DK1462,2025-11-17T17:00:00Z,8.4,8.9
DK1196,2026-03-26T11:00:00Z,0.0,3.9
DK1427,2025-10-08T11:00:00Z,4.1,11.3
DK1343,2025-03-21T23:00:00Z,0.0,5.1
DK1168,2026-05-21T11:00:00Z,0.7,14.2
DK1343,2026-03-06T05:00:00Z,0.2,-1.5
DK1238,2025-05-14T23:00:00Z,0.0,11.2
DK1588,2025-01-11T11:00:00Z,0.0,2.2
DK1728,2025-10-12T05:00:00Z,0.0,8.9
DK1742,2025-04-10T11:00:00Z,0.0,10.2
DK1742,2026-03-07T11:00:00Z,0.0,2.3
DK1189,2026-03-22T05:00:00Z,0.1,5.1
DK1441,2025-10-08T11:00:00Z,7.4,14.0
DK1007,2025-06-21T17:00:00Z,0.0,16.0
DK1336,2026-06-19T17:00:00Z,0.0,18.6
DK1812,2025-10-31T05:00:00Z,0.0,5.8
DK1651,2025-01-21T05:00:00Z,0.0,-0.6
DK1399,2025-02-21T05:00:00Z,0.0,3.0
DK1035,2025-10-11T17:00:00Z,0.0,10.1
DK1385,2025-08-01T11:00:00Z,0.0,15.8
DK1441,2026-04-17T05:00:00Z,0.0,8.2
DK1266,2026-01-07T17:00:00Z,0.0,-1.0
DK1581,2025-07-02T23:00:00Z,0.0,10.9
DK1770,2025-08-04T17:00:00Z,0.0,17.3
DK1497,2026-03-05T17:00:00Z,0.0,7.4
DK1021,2026-02-16T05:00:00Z,0.0,-2.3
DK1322,2025-03-14T17:00:00Z,0.4,4.3
DK1154,2026-02-20T11:00:00Z,0.8,5.3
DK1672,2026-05-10T23:00:00Z,0.0,14.5
DK1056,2026-04-10T11:00:00Z,0.6,7.9
DK1791,2025-12-06T17:00:00Z,0.1,6.3
DK1014,2025-01-24T05:00:00Z,0.0,1.9
DK1315,2025-05-15T05:00:00Z,0.0,10.1
DK1168,2025-09-18T17:00:00Z,0.0,17.6
DK1007,2025-11-13T17:00:00Z,1.2,1.0
DK1343,2026-02-06T11:00:00Z,0.0,2.5
DK1385,2026-03-25T23:00:00Z,0.0,3.1
DK1105,2025-09-13T23:00:00Z,0.0,9.5
DK1658,2025-01-11T23:00:00Z,0.0,-7.1
DK1259,2025-10-13T11:00:00Z,0.0,9.3
DK1273,2025-01-11T05:00:00Z,1.2,-0.5
DK1084,2025-05-03T23:00:00Z,0.0,13.3
DK1035,2025-09-05T23:00:00Z,0.0,16.5
DK1462,2026-06-18T05:00:00Z,0.0,16.3
DK1350,2026-04-15T23:00:00Z,0.0,-0.3
DK1434,2025-01-05T05:00:00Z,0.0,-4.6
DK1595,2026-06-08T11:00:00Z,8.2,20.2
DK1357,2026-05-07T11:00:00Z,2.9,11.9
DK1623,2025-01-17T05:00:00Z,0.0,-0.6
DK1651,2026-05-23T11:00:00Z,0.0,13.0
DK1728,2025-07-01T23:00:00Z,1.2,12.9
DK1483,2025-08-17T23:00:00Z,0.3,15.7
DK1490,2025-01-05T17:00:00Z,1.8,-3.8
DK1238,2025-05-31T05:00:00Z,0.0,12.2
DK1679,2025-05-29T11:00:00Z,0.0,14.7
DK1035,2026-01-26T23:00:00Z,0.0,-7.7
DK1364,2025-12-05T23:00:00Z,0.0,-3.1
DK1378,2025-07-28T11:00:00Z,0.0,16.2
DK1098,2025-01-02T05:00:00Z,0.2,-4.2
DK1210,2025-05-28T11:00:00Z,0.0,14.7
DK1595,2025-02-21T17:00:00Z,0.0,3.6
DK1056,2025-09-02T17:00:00Z,0.0,13.4
DK1448,2026-04-16T05:00:00Z,0.0,5.9
DK1511,2026-05-13T23:00:00Z,5.3,8.9
DK1595,2026-03-09T11:00:00Z,0.0,4.8
DK1049,2026-02-24T23:00:00Z,0.1,1.9
DK1679,2026-03-07T17:00:00Z,0.0,2.9
DK1231,2025-10-09T05:00:00Z,3.7,7.9
DK1770,2025-07-09T23:00:00Z,5.9,9.8
DK1098,2025-07-30T05:00:00Z,2.6,14.9
DK1182,2025-08-02T23:00:00Z,4.4,8.9
DK1028,2026-06-18T11:00:00Z,0.0,21.6
DK1672,2026-04-16T11:00:00Z,0.3,5.7
DK1427,2025-08-07T23:00:00Z,0.0,16.3
DK1511,2025-07-17T11:00:00Z,0.0,24.7
DK1777,2025-07-18T11:00:00Z,1.6,15.5
DK1322,2025-10-12T11:00:00Z,0.0,13.0
DK1469,2025-01-24T23:00:00Z,0.0,-1.5
DK1630,2025-04-28T05:00:00Z,0.0,8.5
DK1420,2026-02-28T17:00:00Z,0.0,0.6
DK1462,2026-05-07T23:00:00Z,0.8,12.6
DK1154,2025-06-25T17:00:00Z,0.0,13.6
DK1280,2025-11-11T17:00:00Z,0.0,5.5
DK1539,2025-04-12T05:00:00Z,0.0,10.5
DK1126,2025-02-07T05:00:00Z,0.0,-6.7
DK1826,2025-07-28T17:00:00Z,0.0,21.5
DK1609,2026-02-25T11:00:00Z,0.0,1.7
DK1819,2025-04-24T23:00:00Z,0.0,9.5
DK1252,2025-01-01T17:00:00Z,0.0,3.5
DK1483,2025-11-27T17:00:00Z,0.5,0.6
DK1161,2025-09-21T23:00:00Z,0.0,11.4
DK1581,2026-04-11T11:00:00Z,0.0,8.5
DK1070,2025-07-08T05:00:00Z,0.0,15.3
DK1182,2026-06-18T11:00:00Z,0.4,17.6
DK1448,2026-01-11T17:00:00Z,0.0,0.9
DK1154,2026-04-14T11:00:00Z,1.5,11.4
DK1231,2026-02-03T11:00:00Z,0.0,5.4
DK1728,2025-09-28T17:00:00Z,0.0,15.5
DK1266,2025-04-20T05:00:00Z,0.0,4.1
DK1028,2026-03-03T23:00:00Z,6.1,-0.3
DK1581,2026-01-30T23:00:00Z,0.0,-3.8
DK1357,2026-05-26T17:00:00Z,0.0,14.3
DK1140,2025-08-06T11:00:00Z,0.0,18.4
DK1217,2026-04-01T05:00:00Z,8.3,8.7
DK1658,2025-12-08T11:00:00Z,0.0,4.0
DK1441,2025-10-17T05:00:00Z,0.0,11.6
DK1483,2025-10-29T17:00:00Z,0.0,9.1
DK1518,2026-03-10T23:00:00Z,0.0,-2.2
DK1091,2026-04-02T17:00:00Z,-999.0,1.8
DK1364,2025-08-29T17:00:00Z,0.0,15.4
DK1420,2025-04-25T23:00:00Z,0.0,5.4
DK1819,2026-02-03T17:00:00Z,0.0,0.8
DK1833,2025-05-30T05:00:00Z,0.0,15.1
DK1588,2025-03-08T23:00:00Z,0.8,0.4
DK1749,2025-08-07T05:00:00Z,-999.0,13.3
DK1280,2026-03-12T23:00:00Z,0.0,0.6
DK1294,2025-03-20T11:00:00Z,0.0,7.1
DK1448,2025-03-17T17:00:00Z,0.0,0.8
DK1161,2025-11-23T05:00:00Z,0.0,8.2
DK1231,2026-03-27T11:00:00Z,0.0,6.0
DK1308,2026-06-09T23:00:00Z,1.5,20.9
DK1574,2025-09-26T11:00:00Z,18.7,12.0
DK1091,2025-01-10T17:00:00Z,0.0,0.2
DK1392,2026-02-18T05:00:00Z,4.8,0.3
DK1665,2025-07-14T23:00:00Z,0.0,17.3
DK1427,2026-04-12T23:00:00Z,0.0,0.8
DK1798,2025-10-15T17:00:00Z,0.0,10.7
DK1693,2025-08-31T17:00:00Z,0.0,19.1
DK1126,2025-12-02T17:00:00Z,16.2,0.7
DK1126,2026-04-11T11:00:00Z,0.0,13.5
DK1266,2025-12-11T11:00:00Z,0.0,7.7
DK1056,2026-05-02T05:00:00Z,2.1,9.5
DK1210,2025-11-18T11:00:00Z,3.3,3.2
DK1182,2026-05-16T23:00:00Z,11.1,9.9
DK1819,2025-02-15T11:00:00Z,0.0,4.3
DK1567,2025-02-21T17:00:00Z,0.0,-2.2
DK1301,2025-04-02T23:00:00Z,0.0,5.1
DK1413,2026-05-12T17:00:00Z,0.3,11.6
DK1490,2026-03-25T05:00:00Z,4.3,7.0
DK1000,2025-02-16T17:00:00Z,0.0,0.6
DK1196,2025-08-06T11:00:00Z,0.0,20.6
DK1196,2026-01-10T17:00:00Z,0.0,-1.9
DK1392,2026-06-16T23:00:00Z,0.0,15.5
DK1749,2026-06-15T23:00:00Z,0.0,14.1
DK1336,2025-07-21T17:00:00Z,0.0,19.7
DK1189,2025-01-30T11:00:00Z,0.0,4.0
DK1000,2026-06-09T17:00:00Z,0.4,17.8
DK1826,2025-05-29T11:00:00Z,0.2,17.6
DK1357,2025-05-08T17:00:00Z,2.4,16.0
DK1497,2025-06-10T17:00:00Z,0.0,15.7
DK1189,2026-01-13T17:00:00Z,0.0,-6.0
DK1133,2025-10-27T11:00:00Z,79.4,9.5
DK1105,2025-05-03T17:00:00Z,0.0,12.2
DK1539,2025-09-11T17:00:00Z,0.0,17.7
DK1245,2026-03-23T11:00:00Z,0.0,9.7
DK1686,2025-07-27T17:00:00Z,0.0,15.6
DK1476,2026-03-15T23:00:00Z,0.1,0.2
DK1742,2026-05-14T23:00:00Z,0.0,8.4
DK1287,2026-04-24T23:00:00Z,1.2,8.9
DK1028,2026-03-17T05:00:00Z,0.2,6.5
DK1518,2025-11-15T05:00:00Z,8.7,3.0
DK1014,2026-04-15T23:00:00Z,0.0,8.2
DK1483,2025-02-17T05:00:00Z,-999.0,-2.0
DK1756,2025-03-16T11:00:00Z,4.0,6.5
DK1175,2025-07-14T05:00:00Z,0.0,17.2
DK1392,2025-11-16T23:00:00Z,0.0,0.4
DK1364,2025-09-21T17:00:00Z,0.0,16.5
DK1175,2025-04-14T11:00:00Z,1.5,10.4
DK1343,2026-02-28T11:00:00Z,0.0,2.8
DK1294,2025-12-23T05:00:00Z,8.2,-4.0
DK1371,2025-01-07T11:00:00Z,0.0,3.9
DK1434,2025-05-24T05:00:00Z,0.5,10.6
DK1112,2026-05-19T11:00:00Z,0.2,14.3
DK1287,2025-04-27T23:00:00Z,1.0,7.5
DK1084,2025-02-26T05:00:00Z,0.8,-0.3
DK1504,2025-06-26T17:00:00Z,0.0,13.2
DK1133,2025-01-20T23:00:00Z,0.0,0.3
DK1602,2026-02-11T05:00:00Z,0.0,-1.9
DK1413,2025-07-11T17:00:00Z,-999.0,16.7
DK1749,2026-06-06T05:00:00Z,-999.0,16.9
DK1756,2025-12-04T05:00:00Z,0.0,-0.4
DK1651,2025-01-25T23:00:00Z,0.0,-0.8
DK1161,2025-12-08T23:00:00Z,0.0,-5.7
DK1119,2025-11-20T05:00:00Z,6.2,7.8
DK1742,2025-10-01T05:00:00Z,0.0,8.5
DK1147,2025-12-28T11:00:00Z,0.0,3.0
DK1476,2025-07-06T11:00:00Z,0.0,19.3
DK1791,2026-03-30T23:00:00Z,0.0,3.4
DK1490,2026-05-14T05:00:00Z,0.0,10.6
DK1588,2025-05-07T11:00:00Z,8.8,10.3
DK1364,2025-05-24T17:00:00Z,0.0,12.6
DK1231,2025-07-29T17:00:00Z,0.0,18.8
DK1560,2025-11-18T17:00:00Z,0.0,0.3
DK1357,2025-12-16T05:00:00Z,0.0,-1.4
DK1714,2025-12-13T11:00:00Z,0.0,6.5
DK1651,2025-10-21T17:00:00Z,0.0,11.1
DK1658,2025-06-16T23:00:00Z,3.2,12.3
DK1532,2026-06-20T23:00:00Z,1.2,16.0
DK1462,2025-01-12T05:00:00Z,0.0,-0.9
DK1294,2025-03-29T23:00:00Z,2.8,1.3
DK1315,2026-06-25T17:00:00Z,0.0,16.0
DK1819,2025-01-14T05:00:00Z,3.3,0.3
DK1294,2025-07-03T11:00:00Z,0.0,17.6
DK1350,2025-09-12T05:00:00Z,0.0,10.9
DK1350,2026-02-21T23:00:00Z,0.0,2.5
DK1462,2025-09-17T11:00:00Z,0.0,14.9
DK1119,2025-10-16T11:00:00Z,0.0,12.2
DK1203,2026-01-20T05:00:00Z,0.0,2.8
DK1546,2025-09-29T23:00:00Z,7.7,7.3
DK1476,2025-06-22T05:00:00Z,4.2,17.0
DK1385,2025-06-29T11:00:00Z,0.0,17.2
DK1413,2026-05-22T11:00:00Z,0.0,10.5
DK1791,2025-10-23T11:00:00Z,0.0,11.5
DK1042,2026-02-23T23:00:00Z,0.0,1.0
DK1343,2026-04-22T05:00:00Z,0.0,11.0
DK1469,2025-03-03T23:00:00Z,0.0,-2.6
DK1812,2025-11-09T17:00:00Z,7.5,8.1
DK1490,2025-03-21T05:00:00Z,0.0,2.8
DK1406,2025-03-09T17:00:00Z,0.0,0.3
DK1525,2025-06-11T11:00:00Z,0.0,19.8
DK1630,2025-02-26T17:00:00Z,6.8,-1.2
DK1770,2025-06-14T23:00:00Z,2.7,15.8
DK1805,2026-06-27T17:00:00Z,1.1,24.9
DK1105,2025-11-03T23:00:00Z,0.0,2.9
DK1203,2026-06-22T11:00:00Z,0.0,16.7
DK1770,2025-08-07T05:00:00Z,8.7,12.4
DK1469,2025-06-03T05:00:00Z,0.0,14.6
DK1462,2025-05-19T11:00:00Z,0.0,16.6
DK1504,2025-08-27T17:00:00Z,0.1,11.6
DK1098,2025-01-27T23:00:00Z,1.7,0.1
DK1805,2025-08-30T17:00:00Z,0.0,18.5
DK1413,2026-06-14T23:00:00Z,0.8,18.3
DK1343,2025-06-07T11:00:00Z,0.0,15.8
DK1266,2025-06-16T17:00:00Z,0.0,16.4
DK1623,2025-07-19T11:00:00Z,0.0,17.8
DK1147,2026-01-30T23:00:00Z,7.9,-0.2
DK1805,2025-02-07T17:00:00Z,0.0,-5.2
DK1455,2025-11-18T11:00:00Z,0.0,6.7
DK1658,2026-05-08T23:00:00Z,1.0,6.2
DK1406,2025-03-06T17:00:00Z,0.0,5.0
DK1364,2026-01-29T11:00:00Z,0.0,-0.7
DK1084,2026-06-21T17:00:00Z,0.0,15.3
DK1490,2025-03-27T17:00:00Z,0.2,5.3
DK1028,2026-05-27T17:00:00Z,0.0,10.7
DK1560,2025-09-05T23:00:00Z,0.3,14.2
DK1735,2025-06-24T17:00:00Z,0.0,17.0
DK1301,2025-01-13T05:00:00Z,0.0,-0.3
DK1028,2025-02-16T17:00:00Z,4.9,7.0
DK1469,2025-10-21T17:00:00Z,0.0,12.0
DK1259,2025-06-08T11:00:00Z,4.2,17.8
DK1462,2025-10-15T17:00:00Z,5.2,4.0
DK1686,2025-08-29T23:00:00Z,0.0,9.0
DK1259,2025-01-10T23:00:00Z,0.0,-0.3
DK1028,2025-10-04T11:00:00Z,0.0,15.2
DK1161,2025-02-25T05:00:00Z,7.8,3.2
DK1245,2025-02-13T05:00:00Z,0.0,-0.6
DK1735,2025-03-24T23:00:00Z,0.5,6.4
DK1581,2026-02-20T05:00:00Z,0.0,-1.3
DK1042,2025-09-23T11:00:00Z,0.0,14.5
DK1413,2025-07-22T23:00:00Z,0.0,14.2
DK1273,2025-09-01T11:00:00Z,18.1,17.5
DK1084,2026-03-07T23:00:00Z,0.0,2.4
DK1784,2025-03-15T11:00:00Z,1.7,3.2
DK1441,2026-05-23T05:00:00Z,0.9,8.3
DK1210,2026-01-11T17:00:00Z,0.0,-1.3
DK1651,2026-01-19T23:00:00Z,0.0,-3.0
DK1826,2025-06-18T17:00:00Z,0.0,12.4
DK1616,2025-09-30T11:00:00Z,7.3,12.9
DK1315,2025-06-04T17:00:00Z,0.0,16.5
DK1511,2026-02-18T17:00:00Z,0.0,-2.6
DK1343,2026-05-14T05:00:00Z,0.0,11.3
DK1287,2026-04-11T17:00:00Z,2.9,5.2
DK1672,2025-04-01T11:00:00Z,10.4,9.2
DK1175,2026-01-01T23:00:00Z,8.7,-2.6
DK1399,2025-01-21T11:00:00Z,11.0,-2.1
DK1392,2026-06-19T23:00:00Z,2.7,14.4
DK1217,2025-12-19T05:00:00Z,6.3,3.8
DK1434,2026-03-12T11:00:00Z,0.0,4.5
DK1364,2025-12-30T05:00:00Z,0.0,-2.9
DK1056,2025-12-15T05:00:00Z,16.3,-0.4
DK1378,2025-01-25T11:00:00Z,0.0,2.3
DK1546,2025-09-17T17:00:00Z,0.0,11.9
DK1378,2026-05-28T05:00:00Z,1.5,13.6
DK1084,2025-09-24T17:00:00Z,1.1,15.8
DK1679,2025-05-04T05:00:00Z,0.0,12.9
DK1812,2026-06-21T05:00:00Z,0.0,16.6
DK1714,2025-06-20T05:00:00Z,0.0,17.5
DK1238,2026-03-26T17:00:00Z,1.7,4.0
DK1357,2025-06-01T05:00:00Z,0.0,12.3
DK1630,2025-01-12T23:00:00Z,0.9,-0.7
DK1371,2025-09-01T11:00:00Z,0.0,15.0
DK1322,2025-09-15T23:00:00Z,0.0,14.0
DK1805,2025-05-07T23:00:00Z,0.0,10.4
DK1399,2026-03-08T11:00:00Z,0.0,7.9
DK1056,2025-11-12T17:00:00Z,2.1,7.3
DK1105,2025-11-17T23:00:00Z,2.0,1.7
DK1616,2026-04-25T23:00:00Z,6.6,6.4
DK1483,2025-06-14T11:00:00Z,0.0,18.6
DK1084,2026-05-05T17:00:00Z,0.0,10.9
DK1651,2025-02-26T05:00:00Z,0.0,1.3
DK1819,2026-03-27T17:00:00Z,0.0,3.6
DK1140,2025-03-20T05:00:00Z,2.1,1.4
DK1602,2025-11-07T05:00:00Z,0.0,1.2
DK1805,2026-02-27T23:00:00Z,6.6,-0.1
DK1560,2025-11-30T23:00:00Z,0.0,-4.7
DK1028,2026-03-05T23:00:00Z,0.9,0.6
DK1336,2025-12-08T23:00:00Z,0.0,1.4
DK1063,2026-04-04T11:00:00Z,18.2,8.2
DK1623,2025-07-29T23:00:00Z,0.0,13.7
DK1819,2026-01-21T17:00:00Z,0.0,2.0
DK1665,2026-02-16T05:00:00Z,1.0,1.2
DK1532,2025-08-25T05:00:00Z,0.0,16.8
DK1084,2025-07-07T23:00:00Z,0.0,15.4
DK1441,2026-03-24T17:00:00Z,1.1,5.4
DK1147,2025-03-11T05:00:00Z,0.6,4.3
DK1553,2025-02-10T17:00:00Z,0.0,4.0
DK1035,2025-10-05T17:00:00Z,0.0,14.4
DK1539,2026-04-15T17:00:00Z,0.0,11.2
DK1105,2025-06-14T23:00:00Z,2.3,15.8
DK1119,2025-09-12T11:00:00Z,8.4,20.5
DK1028,2025-04-23T05:00:00Z,0.0,6.7
DK1231,2026-01-20T11:00:00Z,0.8,2.7
DK1434,2025-09-22T17:00:00Z,0.0,14.3
DK1266,2026-06-03T17:00:00Z,1.0,14.5
DK1252,2025-02-15T23:00:00Z,0.8,-4.7
DK1560,2026-05-06T05:00:00Z,0.8,9.6
DK1196,2026-06-15T17:00:00Z,0.0,14.3
DK1035,2025-12-20T11:00:00Z,0.0,0.6
DK1728,2025-09-02T05:00:00Z,0.0,15.5
DK1007,2026-05-05T05:00:00Z,1.0,11.3
DK1763,2025-09-02T23:00:00Z,0.0,11.1
DK1371,2026-03-14T05:00:00Z,0.1,8.1
DK1273,2025-10-22T23:00:00Z,7.5,4.1
DK1483,2025-03-14T11:00:00Z,0.0,4.6
DK1189,2025-04-12T11:00:00Z,0.0,11.0
DK1126,2025-03-06T17:00:00Z,0.4,6.7
DK1056,2026-06-25T23:00:00Z,0.0,13.4
DK1308,2026-05-23T23:00:00Z,0.0,8.6
DK1084,2026-06-10T11:00:00Z,0.0,17.5
DK1182,2026-03-22T05:00:00Z,0.0,3.9
